id,value
id_0,6.041048219381478
id_1,16.497130231833072
id_2,24.56617930177691
id_3,8.771459888205985
id_4,28.312375507852998
id_5,22.522757867089556
id_6,25.457319025456425
id_7,31.049401685300907
id_8,17.246533013297075
id_9,59.83270688383586
id_10,12.921047110405453
id_11,12.263883241316558
id_12,63.67429327508724
id_13,54.15478204899534
id_14,24.552154368133852
id_15,14.257662199080714
id_16,31.78447134005319
id_17,66.82091732055245
id_18,3.0027356011829966
id_19,20.1443137148851
id_20,41.9434115601277
id_21,70.56512867709
id_22,8.92395541494541
id_23,18.165702777142133
id_24,15.542435722673561
id_25,39.68908602587479
id_26,15.970008949223303
id_27,78.90879634414544
id_28,8.713100412019632
id_29,53.625232377194976
id_30,21.42612324756523
id_31,11.558225227938895
id_32,0.768830284597577
id_33,21.087738021796362
id_34,30.19100339806146
id_35,38.178206781417174
id_36,42.99283898034073
id_37,31.697300903035995
id_38,38.84288223227035
id_39,37.883205010884005
id_40,6.813255998181347
id_41,39.60735521193245
id_42,34.495064101630746
id_43,49.847131471366545
id_44,16.42950997744538
id_45,37.54723726622384
id_46,25.56764883162333
id_47,13.560265732695413
id_48,27.17557591521258
id_49,33.8409420928902
id_50,17.921570041187373
id_51,5.887307115530905
id_52,28.798523605786123
id_53,49.90620189524129
id_54,15.603937212900412
id_55,37.19089789604915
id_56,36.365209396532286
id_57,22.670014751804672
id_58,62.26686810097344
id_59,22.50178080528508
id_60,12.546282807797317
id_61,44.94534940129712
id_62,16.33126628287243
id_63,51.49219523335555
id_64,15.133783947384524
id_65,18.822620575273646
id_66,15.001541317681117
id_67,2.870810605260641
id_68,45.38679901437465
id_69,30.222413458806134
id_70,21.100498877324576
id_71,41.20694261003829
id_72,62.67041364652467
id_73,5.514039575474522
id_74,16.140782198130815
id_75,5.155852371573284
id_76,40.29081509769185
id_77,15.85716050206758
id_78,23.48332463897672
id_79,20.73969187673012
id_80,22.01387697150683
id_81,30.634182006228347
id_82,20.413810058538367
id_83,92.2124788339617
id_84,36.437639570729324
id_85,29.14595532417331
id_86,22.67337399448251
id_87,35.88103313790436
id_88,22.130891374250268
id_89,20.948138189567967
id_90,29.519646627890744
id_91,39.92689134959442
id_92,4.637901112703329
id_93,39.53818658931093
id_94,44.446411916071504
id_95,15.367823659101107
id_96,27.8536878281392
id_97,16.033742201625913
id_98,26.410419230955185
id_99,3.8341258490699084
id_100,18.11143542310309
id_101,27.923660390301265
id_102,17.988398745085032
id_103,18.547267933910298
id_104,23.613788222802135
id_105,42.1362229990279
id_106,28.387165111771168
id_107,9.808746078678677
id_108,10.51257816824081
id_109,77.08576063444352
id_110,46.176979512078205
id_111,17.929568573442015
id_112,28.677036849491593
id_113,16.126235684411768
id_114,13.161933327043648
id_115,27.365602168284198
id_116,28.401202868787834
id_117,8.958895758233444
id_118,20.082584326411087
id_119,19.303990688100434
id_120,69.44918594511466
id_121,22.3370195629561
id_122,35.55945772601928
id_123,25.735067908307936
id_124,8.57547441716013
id_125,41.78443273475558
id_126,8.675912571780914
id_127,21.21161435085454
id_128,29.65344280993885
id_129,60.96179685884037
id_130,22.0923810945709
id_131,27.491369266721193
id_132,58.48960247754774
id_133,18.02568088087004
id_134,11.793151305646747
id_135,3.7934416847101033
id_136,13.97048016770844
id_137,58.966268714160194
id_138,13.300365659708607
id_139,8.171426482101408
id_140,29.06523022815716
id_141,27.36872574759029
id_142,43.640331901461
id_143,30.037358965836766
id_144,19.145347571630154
id_145,27.340011638174893
id_146,11.50361678690082
id_147,52.741697154387865
id_148,20.121524608277877
id_149,39.71256394529459
id_150,13.67478332620057
id_151,9.098685761258995
id_152,25.572082873080056
id_153,9.33755721849454
id_154,18.28363049316885
id_155,39.730393760295854
id_156,8.68822169491898
id_157,34.43676344980761
id_158,11.493448669252519
id_159,19.185228016210107
id_160,40.46118065083085
id_161,20.27085878859162
id_162,15.820236514583794
id_163,8.086043449202368
id_164,48.50946262529521
id_165,28.55322101472349
id_166,4.631033354918273
id_167,15.562089741928917
id_168,61.16452943909904
id_169,13.131909487973013
id_170,61.537426100089256
id_171,38.28674627097875
id_172,30.67428687330668
id_173,19.998306100814975
id_174,58.67802227860103
id_175,21.131934094448447
id_176,24.14704155598372
id_177,36.3279585211175
id_178,11.660161455048247
id_179,33.45501899254292
id_180,17.03071123936462
id_181,11.772142488970076
id_182,50.777765001849815
id_183,51.15113981349587
id_184,16.58176179891023
id_185,30.282900693890095
id_186,24.31936151690493
id_187,68.57773497476265
id_188,11.000304763960285
id_189,55.12527416129879
id_190,41.894584504865755
id_191,17.369261490278785
id_192,28.618473278539636
id_193,1.9455787831510871
id_194,20.97725985923768
id_195,2.3012417168529185
id_196,37.68359224223148
id_197,12.288557003125836
id_198,20.346523119839837
id_199,64.23243132531081
id_200,27.65332003301156
id_201,27.971515958860547
id_202,64.83451575136365
id_203,11.739994141952172
id_204,10.91214389299913
id_205,12.77714540248177
id_206,7.397633926327179
id_207,3.4384061255164444
id_208,124.75431517075063
id_209,20.539482884136387
id_210,15.296079894970172
id_211,15.091888855368243
id_212,36.60485085412696
id_213,37.46441578888821
id_214,23.45257002863318
id_215,33.0345835115411
id_216,82.29252506068308
id_217,2.125535364444826
id_218,14.911987066934538
id_219,31.76179045620281
id_220,17.19560882787796
id_221,14.003020930703181
id_222,119.12969041310394
id_223,13.381998029213067
id_224,16.795892515583628
id_225,55.279261171580345
id_226,13.746371917524877
id_227,22.556739029254704
id_228,11.035973752030364
id_229,6.566591692008478
id_230,44.23549887582966
id_231,13.207035824758218
id_232,54.72975306445705
id_233,41.20598113631668
id_234,21.424885511448792
id_235,46.04563890383933
id_236,72.24035718196508
id_237,43.94156871701551
id_238,1.8559621724860458
id_239,19.585958250814194
